Date,Open,High,Low,Close,Adj Close,Volume
4/1/2013,14578.54004,14887.50977,14434.42969,14839.79981,14839.79981,2920230000
5/1/2013,14839.79981,15542.40039,14687.04981,15115.57031,15115.57031,2771510000
6/1/2013,15123.54981,15340.08984,14551.26953,14909.59961,14909.59961,2929040000
7/1/2013,14911.59961,15634.32031,14858.92969,15499.54004,15499.54004,2623130000
8/1/2013,15503.84961,15658.42969,14760.41016,14810.30957,14810.30957,2327660000
9/1/2013,14801.54981,15709.58008,14777.48047,15129.66992,15129.66992,2371540000
10/1/2013,15132.49023,15721,14719.42969,15545.75,15545.75,2206620000
11/1/2013,15558.00977,16174.50977,15522.17969,16086.41016,16086.41016,1820260000
12/1/2013,16087.12012,16588.25,15703.79004,16576.66016,16576.66016,2057160000
1/1/2014,16572.16992,16573.07031,15617.54981,15698.84961,15698.84961,2177040000
2/1/2014,15697.69043,16398.94922,15340.69043,16321.70996,16321.70996,2067820000
3/1/2014,16321.70996,16505.69922,16046.99023,16457.66016,16457.66016,2095940000
4/1/2014,16458.05078,16631.63086,16015.32031,16580.83984,16580.83984,1986960000
5/1/2014,16580.25977,16735.50977,16341.29981,16717.16992,16717.16992,1643160000
6/1/2014,16716.84961,16978.01953,16673.65039,16826.59961,16826.59961,1755480000
7/1/2014,16828.5293,17151.56055,16563.30078,16563.30078,16563.30078,1690880000
8/1/2014,16561.69922,17153.80078,16333.78027,17098.44922,17098.44922,1482600000
9/1/2014,17097.41992,17350.64063,16934.42969,17042.90039,17042.90039,1870550000
10/1/2014,17040.46094,17395.53906,15855.12012,17390.51953,17390.51953,2903240000
11/1/2014,17390.90039,17894.83008,17278.35938,17828.24023,17828.24023,1516490000
12/1/2014,17827.26953,18103.44922,17067.58984,17823.07031,17823.07031,2216900000
1/1/2015,17823.07031,17951.7793,17136.30078,17164.94922,17164.94922,2173260000
2/1/2015,17169.99023,18244.38086,17037.75977,18132.69922,18132.69922,1751250000
3/1/2015,18134.05078,18288.63086,17579.26953,17776.11914,17776.11914,2470480000
4/1/2015,17778.51953,18175.56055,17585.00977,17840.51953,17840.51953,2174880000
5/1/2015,17859.26953,18351.35938,17733.11914,18010.67969,18010.67969,1832450000
6/1/2015,18017.82031,18188.81055,17576.5,17619.50977,17619.50977,2219240000
7/1/2015,17638.11914,18137.11914,17399.16992,17689.85938,17689.85938,2034220000
8/1/2015,17696.74023,17704.75977,15370.33008,16528.0293,16528.0293,2726340000
9/1/2015,16528.0293,16933.42969,15942.37012,16284.7002,16284.7002,2724080000
10/1/2015,16278.62012,17799.96094,16013.66016,17663.53906,17663.53906,2605470000
11/1/2015,17672.61914,17977.84961,17210.42969,17719.91992,17719.91992,2334610000
12/1/2015,17719.7207,17901.58008,17116.73047,17425.0293,17425.0293,2521440000
1/1/2016,17405.48047,17405.48047,15450.55957,16466.30078,16466.30078,2844080000
2/1/2016,16453.63086,16795.98047,15503.00977,16516.5,16516.5,2491810000
3/1/2016,16545.66992,17790.10938,16545.66992,17685.08984,17685.08984,2407750000
4/1/2016,17661.74023,18167.63086,17484.23047,17773.64063,17773.64063,2096650000
5/1/2016,17783.7793,17934.60938,17331.07031,17787.19922,17787.19922,1879010000
6/1/2016,17754.55078,18016,17063.08008,17929.99023,17929.99023,2350020000
7/1/2016,17924.24023,18622.00977,17713.44922,18432.24023,18432.24023,1816520000
8/1/2016,18434.5,18722.60938,18247.78906,18400.88086,18400.88086,1695750000
9/1/2016,18396.57031,18551.53906,17992.21094,18308.15039,18308.15039,2101120000
10/1/2016,18279.59961,18399.96094,17959.94922,18142.41992,18142.41992,1793690000
11/1/2016,18158.24023,19225.28906,17883.56055,19123.58008,19123.58008,2107770000
12/1/2016,19149.19922,19987.63086,19138.78906,19762.59961,19762.59961,5952470000
1/1/2017,19872.85938,20125.58008,19677.93945,19864.08984,19864.08984,6482450000
2/1/2017,19923.81055,20851.33008,19831.08984,20812.24023,20812.24023,6185580000
3/1/2017,20957.28906,21169.10938,20412.80078,20663.2207,20663.2207,6941970000
4/1/2017,20665.16992,21070.90039,20379.55078,20940.50977,20940.50977,5392630000
5/1/2017,20962.73047,21112.32031,20553.44922,21008.65039,21008.65039,6613570000
6/1/2017,21030.55078,21535.0293,20994.2207,21349.63086,21349.63086,7214590000
7/1/2017,21392.30078,21929.80078,21279.30078,21891.11914,21891.11914,5569720000
8/1/2017,21961.41992,22179.10938,21600.33984,21948.09961,21948.09961,6150060000
9/1/2017,21981.76953,22419.50977,21709.63086,22405.08984,22405.08984,6342130000
10/1/2017,22423.4707,23485.25,22416,23377.24023,23377.24023,7302910000
11/1/2017,23442.90039,23617.80078,23242.75,23526.17969,23526.17969,5711860000
