7.1113e+05,2.4749
7.1122e+05,2.4979
7.1131e+05,2.4707
7.114e+05,2.5215
7.1149e+05,2.5317
7.1158e+05,2.5287
7.1168e+05,2.5371
7.1177e+05,2.5318
7.1186e+05,2.5245
7.1195e+05,2.5181
7.1204e+05,2.5313
7.1213e+05,2.522
7.1222e+05,2.5637
7.1231e+05,2.5993
7.1240e+05,2.6518
7.125e+05,2.6624
7.1259e+05,2.6812
7.1268e+05,2.6857
7.1277e+05,2.6984
7.1286e+05,2.7012
7.1295e+05,2.7119
7.1304e+05,2.707
7.1314e+05,2.7102
7.1323e+05,2.7563
7.1332e+05,2.7745
7.1341e+05,2.7794
7.135e+05,2.7743
7.1359e+05,2.7547
7.1368e+05,2.7429
7.1378e+05,2.7424
7.1387e+05,2.7565
7.1396e+05,2.7806
7.1405e+05,2.8155
7.1414e+05,2.8314
7.1423e+05,2.8458
7.1432e+05,2.8547
7.1442e+05,2.8484
7.1451e+05,2.8551
7.146e+05,2.8512
7.1469e+05,2.8672
7.1478e+05,2.8795
7.1487e+05,2.8736
7.1496e+05,2.883
7.1505e+05,2.8652
7.1515e+05,2.8284
7.1524e+05,2.8335
7.1533e+05,2.8638
7.1542e+05,2.8954
7.1551e+05,2.9152
7.156e+05,2.946
7.1569e+05,2.941
7.1578e+05,2.9394
7.1588e+05,2.9685
7.1597e+05,2.9567
7.1606e+05,2.9539
7.1615e+05,2.9323
7.1624e+05,2.9394
7.1633e+05,2.9652
7.1642e+05,2.9848
7.1652e+05,3.0067
7.1661e+05,3.0269
7.167e+05,3.0371
7.1679e+05,3.048
7.1688e+05,3.05
7.1697e+05,3.0594
7.1706e+05,3.0757
7.1715e+05,3.0995
7.1724e+05,3.1072
7.1734e+05,3.1345
7.1743e+05,3.1457
7.1752e+05,3.1595
7.1761e+05,3.1602
7.177e+05,3.1905
7.1779e+05,3.2063
7.1788e+05,3.2264
7.1798e+05,3.2539
7.1807e+05,3.2821
7.1816e+05,3.2858
7.1825e+05,3.2919
7.1834e+05,3.2961
7.1843e+05,3.3033
7.1852e+05,3.3013
7.1861e+05,3.3086
7.1871e+05,3.3168
7.188e+05,3.3406
7.1889e+05,3.3597
7.1898e+05,3.3663
7.1907e+05,3.3707
7.1916e+05,3.3877
7.1925e+05,3.3889
7.1934e+05,3.3942
7.1944e+05,3.387
7.1953e+05,3.3857
7.1962e+05,3.3875
7.1971e+05,3.3977
7.198e+05,3.3814
7.1989e+05,3.4148
7.1998e+05,3.4214
7.2008e+05,3.4302
7.2017e+05,3.4329
7.2026e+05,3.459
7.2035e+05,3.4863
7.2044e+05,3.4974
7.2053e+05,3.516
7.2062e+05,3.5531
7.2072e+05,3.5644
7.2081e+05,3.5614
7.209e+05,3.5598
7.2099e+05,3.5535
7.2108e+05,3.5535
7.2117e+05,3.5394
7.2126e+05,3.5315
7.2136e+05,3.5075
7.2144e+05,3.5148
7.2154e+05,3.5352
7.2163e+05,3.5532
7.2172e+05,3.5842
7.2181e+05,3.5941
7.219e+05,3.5999
7.2199e+05,3.6085
7.2209e+05,3.6251
7.2218e+05,3.6483
7.2227e+05,3.6688
7.2236e+05,3.6656
7.2245e+05,3.671
7.2254e+05,3.7191
7.2263e+05,3.7275
7.2272e+05,3.7458
7.2282e+05,3.744
7.2291e+05,3.7453
7.23e+05,3.7526
7.2309e+05,3.7537
7.2318e+05,3.756
7.2327e+05,3.7275
7.2336e+05,3.7262
7.2346e+05,3.7496
7.2355e+05,3.7719
7.2364e+05,3.7597
7.2373e+05,3.7677
7.2382e+05,3.752
7.2391e+05,3.7285
7.24e+05,3.7345
7.2409e+05,3.7293
7.2418e+05,3.7292
7.2428e+05,3.7483
7.2437e+05,3.7822
7.2446e+05,3.8089
7.2455e+05,3.8322
7.2464e+05,3.8529
7.2473e+05,3.8722
7.2482e+05,3.8811
7.2492e+05,3.8883
7.2501e+05,3.8981
7.251e+05,3.9079
7.2519e+05,3.9233
7.2528e+05,3.9324
7.2537e+05,3.9427
7.2546e+05,3.948
7.2555e+05,3.9579
7.2565e+05,3.963
7.2574e+05,3.97
7.2583e+05,3.9829
7.2592e+05,3.9901
7.2601e+05,4.0089
7.261e+05,4.0132
7.2619e+05,4.0301
7.2628e+05,4.0358
7.2638e+05,4.0508
7.2647e+05,4.0591
7.2656e+05,4.0668
7.2665e+05,4.0743
7.2674e+05,4.075
7.2683e+05,4.0859
7.2692e+05,4.0893
7.2702e+05,4.0871
7.2711e+05,4.0739
7.272e+05,4.0664
7.2729e+05,4.0765
7.2738e+05,4.0824
7.2747e+05,4.0866
7.2756e+05,4.1001
7.2766e+05,4.1123
7.2775e+05,4.123
7.2784e+05,4.1357
7.2793e+05,4.1365
7.2802e+05,4.1424
7.2811e+05,4.1501
7.282e+05,4.1645
7.283e+05,4.1741
7.2838e+05,4.1908
7.2848e+05,4.1968
7.2857e+05,4.2126
7.2866e+05,4.2172
7.2875e+05,4.2208
7.2884e+05,4.2322
7.2893e+05,4.2409
7.2902e+05,4.2478
7.2912e+05,4.2677
7.2921e+05,4.2798
7.293e+05,4.2924
7.2939e+05,4.3003
7.2948e+05,4.318
7.2957e+05,4.3321
7.2966e+05,4.3409
7.2976e+05,4.3529
7.2985e+05,4.3642
7.2994e+05,4.3795
7.3003e+05,4.3998
7.3012e+05,4.4092
7.3021e+05,4.418
7.303e+05,4.4331
7.3039e+05,4.453
7.3049e+05,4.4533
7.3058e+05,4.4751
7.3067e+05,4.4752
7.3076e+05,4.481
7.3085e+05,4.4764
7.3094e+05,4.4825
7.3103e+05,4.4771
7.3112e+05,4.4779
7.3122e+05,4.4913
7.3131e+05,4.4948
7.314e+05,4.4993
7.3149e+05,4.4987
7.3158e+05,4.5034
7.3167e+05,4.5142
7.3176e+05,4.537
7.3186e+05,4.5518
7.3195e+05,4.5557
7.3204e+05,4.5661
7.3213e+05,4.5758
7.3222e+05,4.5844
7.3231e+05,4.597
7.324e+05,4.6023
7.3249e+05,4.6119
7.3259e+05,4.6189
7.3268e+05,4.6341
7.3277e+05,4.636
7.3286e+05,4.6373
7.3295e+05,4.6482
7.3304e+05,4.6494
7.3313e+05,4.6595
7.3322e+05,4.6678
7.3332e+05,4.6698
7.3341e+05,4.6568
7.335e+05,4.6618
7.3359e+05,4.6536
7.3368e+05,4.622
7.3377e+05,4.6031
7.3386e+05,4.6001
7.3396e+05,4.6025
7.3405e+05,4.6149
7.3414e+05,4.6205
7.3423e+05,4.632
7.3432e+05,4.6422
7.3441e+05,4.6515
7.345e+05,4.6452
7.3459e+05,4.6561
7.3468e+05,4.6589
7.3478e+05,4.673
7.3487e+05,4.6826
7.3496e+05,4.6894
7.3505e+05,4.692
7.3514e+05,4.6925
7.3524e+05,4.6995
7.3532e+05,4.7011
7.3542e+05,4.7104
7.3551e+05,4.7241
7.356e+05,4.7206
7.3569e+05,4.7348
7.3578e+05,4.7514
7.3587e+05,4.7572
7.3596e+05,4.7669
7.3606e+05,4.775
7.3615e+05,4.7783
7.3624e+05,4.7789
7.3633e+05,4.7794
7.3642e+05,4.7856
7.3651e+05,4.7938
7.366e+05,4.7993
7.367e+05,4.8036
7.3679e+05,4.8133
7.3688e+05,4.8227
