7.1122e+05,3.2658
7.1131e+05,3.2847
7.114e+05,3.3214
7.1149e+05,3.3322
7.1158e+05,3.3534
7.1168e+05,3.3604
7.1177e+05,3.3499
7.1186e+05,3.3322
7.1195e+05,3.3214
7.1204e+05,3.3105
7.1213e+05,3.3032
7.1222e+05,3.3069
7.1231e+05,3.3178
7.1240e+05,3.3638
7.125e+05,3.4012
7.1259e+05,3.4308
7.1268e+05,3.434
7.1277e+05,3.421
7.1286e+05,3.4308
7.1295e+05,3.4308
7.1304e+05,3.4243
7.1314e+05,3.421
7.1323e+05,3.4078
7.1332e+05,3.4112
7.1341e+05,3.4144
7.135e+05,3.4144
7.1359e+05,3.4144
7.1368e+05,3.4144
7.1378e+05,3.4144
7.1387e+05,3.4112
7.1396e+05,3.4112
7.1405e+05,3.4112
7.1414e+05,3.4177
7.1423e+05,3.4177
7.1432e+05,3.4243
7.1442e+05,3.4308
7.1451e+05,3.4468
7.146e+05,3.4532
7.1469e+05,3.4626
7.1478e+05,3.4689
7.1487e+05,3.4812
7.1496e+05,3.4843
7.1505e+05,3.4965
7.1515e+05,3.5086
7.1524e+05,3.5056
7.1533e+05,3.5025
7.1542e+05,3.4995
7.1551e+05,3.5025
7.156e+05,3.5025
7.1569e+05,3.5086
7.1578e+05,3.4965
7.1588e+05,3.5086
7.1597e+05,3.5086
7.1606e+05,3.5086
7.1615e+05,3.5145
7.1624e+05,3.5145
7.1633e+05,3.5056
7.1642e+05,3.5056
7.1652e+05,3.5086
7.1661e+05,3.5116
7.167e+05,3.5086
7.1679e+05,3.5205
7.1688e+05,3.5116
7.1697e+05,3.5056
7.1706e+05,3.5116
7.1715e+05,3.5086
7.1724e+05,3.5086
7.1734e+05,3.5086
7.1743e+05,3.5116
7.1752e+05,3.5145
7.1761e+05,3.5145
7.177e+05,3.5175
7.1779e+05,3.5322
7.1788e+05,3.5351
7.1798e+05,3.5467
7.1807e+05,3.5553
7.1816e+05,3.5525
7.1825e+05,3.5724
7.1834e+05,3.5667
7.1843e+05,3.5639
7.1852e+05,3.5751
7.1861e+05,3.5779
7.1871e+05,3.5835
7.188e+05,3.5918
7.1889e+05,3.6
7.1898e+05,3.6109
7.1907e+05,3.6136
7.1916e+05,3.6217
7.1925e+05,3.6376
7.1934e+05,3.6454
7.1944e+05,3.661
7.1953e+05,3.6661
7.1962e+05,3.6687
7.1971e+05,3.6788
7.198e+05,3.6839
7.1989e+05,3.6939
7.1998e+05,3.7038
7.2008e+05,3.7062
7.2017e+05,3.716
7.2026e+05,3.7209
7.2035e+05,3.7305
7.2044e+05,3.7424
7.2053e+05,3.7542
7.2062e+05,3.7932
7.2072e+05,3.8177
7.2081e+05,3.848
7.209e+05,3.8628
7.2099e+05,3.916
7.2108e+05,3.9377
7.2117e+05,3.9945
7.2126e+05,4.0325
7.2136e+05,4.036
7.2144e+05,4.0587
7.2154e+05,4.0826
7.2163e+05,4.096
7.2172e+05,4.0943
7.2181e+05,4.1026
7.219e+05,4.1125
7.2199e+05,4.1336
7.2209e+05,4.1542
7.2218e+05,4.1682
7.2227e+05,4.1821
7.2236e+05,4.2002
7.2245e+05,4.2166
7.2254e+05,4.2442
7.2263e+05,4.2641
7.2272e+05,4.2877
7.2282e+05,4.3175
7.2291e+05,4.3386
7.23e+05,4.3758
7.2309e+05,4.4092
7.2318e+05,4.4485
7.2327e+05,4.4694
7.2336e+05,4.5009
7.2346e+05,4.5196
7.2355e+05,4.5507
7.2364e+05,4.5695
7.2373e+05,4.5768
7.2382e+05,4.588
7.2391e+05,4.5931
7.24e+05,4.6032
7.2409e+05,4.6121
7.2418e+05,4.623
7.2428e+05,4.6151
7.2437e+05,4.621
7.2446e+05,4.6269
7.2455e+05,4.6279
7.2464e+05,4.6425
7.2473e+05,4.6425
7.2482e+05,4.6425
7.2492e+05,4.6444
7.2501e+05,4.6453
7.251e+05,4.6501
7.2519e+05,4.6425
7.2528e+05,4.6634
7.2537e+05,4.6328
7.2546e+05,4.6357
7.2555e+05,4.6338
7.2565e+05,4.6405
7.2574e+05,4.6492
7.2583e+05,4.6587
7.2592e+05,4.6653
7.2601e+05,4.6616
7.261e+05,4.6691
7.2619e+05,4.6775
7.2628e+05,4.6913
7.2638e+05,4.7005
7.2647e+05,4.7212
7.2656e+05,4.7362
7.2665e+05,4.7362
7.2674e+05,4.7493
7.2683e+05,4.7664
7.2692e+05,4.7673
7.2702e+05,4.7933
7.2711e+05,4.804
7.272e+05,4.7983
7.2729e+05,4.7991
7.2738e+05,4.7999
7.2747e+05,4.8065
7.2756e+05,4.8073
7.2766e+05,4.8154
7.2775e+05,4.8179
7.2784e+05,4.8219
7.2793e+05,4.8283
7.2802e+05,4.8299
7.2811e+05,4.8211
7.282e+05,4.8235
7.283e+05,4.8291
7.2838e+05,4.8299
7.2848e+05,4.8355
7.2857e+05,4.841
7.2866e+05,4.8473
7.2875e+05,4.8505
7.2884e+05,4.8528
7.2893e+05,4.8621
7.2902e+05,4.8714
7.2912e+05,4.8775
7.2921e+05,4.8805
7.293e+05,4.8896
7.2939e+05,4.8873
7.2948e+05,4.8775
7.2957e+05,4.8798
7.2966e+05,4.8783
7.2976e+05,4.8714
7.2985e+05,4.8706
7.2994e+05,4.8706
7.3003e+05,4.8775
7.3012e+05,4.879
7.3021e+05,4.8858
7.303e+05,4.9016
7.3039e+05,4.9068
7.3049e+05,4.9222
7.3058e+05,4.928
7.3067e+05,4.9345
7.3076e+05,4.9452
7.3085e+05,4.9502
7.3094e+05,4.9544
7.3103e+05,4.9509
7.3112e+05,4.9272
7.3122e+05,4.933
7.3131e+05,4.933
7.314e+05,4.9359
7.3149e+05,4.9395
7.3158e+05,4.9698
7.3167e+05,4.9607
7.3176e+05,4.9698
7.3186e+05,4.9774
7.3195e+05,4.985
7.3204e+05,4.9999
7.3213e+05,5.0026
7.3222e+05,5.0199
7.3231e+05,5.035
7.324e+05,5.0363
7.3249e+05,5.0677
7.3259e+05,5.0727
7.3268e+05,5.0708
7.3277e+05,5.0839
7.3286e+05,5.0764
7.3295e+05,5.082
7.3304e+05,5.1005
7.3313e+05,5.1126
7.3322e+05,5.1216
7.3332e+05,5.1457
7.3341e+05,5.1671
7.335e+05,5.1996
7.3359e+05,5.2078
7.3368e+05,5.134
7.3377e+05,5.1305
7.3386e+05,5.1562
7.3396e+05,5.1562
7.3405e+05,5.1767
7.3414e+05,5.1868
7.3423e+05,5.1835
7.3432e+05,5.1935
7.3441e+05,5.2144
7.345e+05,5.2396
7.3459e+05,5.2502
7.3468e+05,5.2611
7.3478e+05,5.2606
7.3487e+05,5.2673
7.3496e+05,5.258
7.3505e+05,5.2812
7.3514e+05,5.2745
7.3524e+05,5.2786
7.3532e+05,5.2801
7.3542e+05,5.2832
7.3551e+05,5.2893
7.356e+05,5.2983
7.3569e+05,5.3078
7.3578e+05,5.3048
7.3587e+05,5.2817
7.3596e+05,5.2642
7.3606e+05,5.2822
7.3615e+05,5.2632
7.3624e+05,5.2533
